"","B cell","Macrophage M1","Macrophage M2","Monocyte","Neutrophil","NK cell","T cell CD4+ (non-regulatory)","T cell CD8+","T cell regulatory (Tregs)","Myeloid dendritic cell","uncharacterized cell"
"mel354","0.021377109","0.002039307","0.000000000","0.126842978","0.000000000","0.024156852","0.018631517","0.000000000","0.021743201","0.001024580","0.784184456"
"mel432","0.01854551","0.04301297","0.01708342","0.00000000","0.34120435","0.02114127","0.00000000","0.07291529","0.02202805","0.00000000","0.46406914"
"mel243","0.04764616","0.02098516","0.02779047","0.10392009","0.03470929","0.03566394","0.00000000","0.03014791","0.03834929","0.00000000","0.66078768"
"mel321","0.00000000","0.00000000","0.00000000","0.39870751","0.00000000","0.08213020","0.04574900","0.00000000","0.01078229","0.00000000","0.46263099"
"mel218","0.009007047","0.000000000","0.000000000","0.204656682","0.280710458","0.070286909","0.057300099","0.000000000","0.013171249","0.000000000","0.364867556"
"mel302","0.01808958","0.03284341","0.04010179","0.21159153","0.02717008","0.02950473","0.03686692","0.14733228","0.02993657","0.00000000","0.42656311"
"mel383","0.011320168","0.000000000","0.000000000","0.417267219","0.000000000","0.051125800","0.026084474","0.004505305","0.004214985","0.000000000","0.485482049"
"mel428","0.000000000","0.000000000","0.000000000","0.362499654","0.000000000","0.073760463","0.133113095","0.001726796","0.018790563","0.000000000","0.410109429"
"mel375","0.004665177","0.078544960","0.000000000","0.487004461","0.000000000","0.089595345","0.000000000","0.000000000","0.029655567","0.000000000","0.310534491"
"mel227","0.01063947","0.01285310","0.00000000","0.19557828","0.00000000","0.02411294","0.02346879","0.00000000","0.02566791","0.00000000","0.70767950"
"mel271","0.000000e+00","0.000000e+00","0.000000e+00","9.147617e-01","0.000000e+00","8.523825e-02","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","2.220446e-16"
"mel260","0.01770354","0.00000000","0.00000000","0.66013175","0.00000000","0.10074968","0.00000000","0.00000000","0.01845898","0.00000000","0.20295605"
"mel165","0.02431985","0.02860297","0.00000000","0.21432271","0.03564642","0.03865661","0.13210460","0.01137043","0.02225797","0.00000000","0.49271845"
"mel092","0.012329106","0.000000000","0.000000000","0.415426835","0.000000000","0.073897642","0.008656224","0.000000000","0.008751029","0.000000000","0.480939164"
"mel265","0.03431516","0.01979700","0.00000000","0.44164352","0.00000000","0.07025110","0.00000000","0.03732280","0.04738171","0.00000000","0.34928872"
"mel142","0.01132741","0.05358198","0.00000000","0.33277851","0.00000000","0.05867532","0.02895804","0.00000000","0.00000000","0.00000000","0.51467874"
"mel004","0.004027030","0.019888350","0.141051944","0.107182092","0.000000000","0.019572334","0.059142638","0.009112666","0.017764403","0.060227033","0.562031509"
"mel342","0.019848787","0.004363491","0.000000000","0.231169053","0.050218912","0.026977845","0.080771179","0.000000000","0.014044007","0.000000000","0.572606726"
"mel245","0.007397102","0.000000000","0.000000000","0.439103502","0.000000000","0.072090802","0.000000000","0.000000000","0.009722410","0.000000000","0.471686184"
"mel270","0.0322320896","0.0000000000","0.0000000000","0.1377723901","0.0000000000","0.0318405839","0.0633625547","0.0008147119","0.0084080434","0.0784453055","0.6471243210"
"mel281","0.0898812481","0.0777820838","0.0008860914","0.2889056266","0.0000000000","0.0398597986","0.0000000000","0.1583307997","0.0862478882","0.0000000000","0.2581064635"
"mel374","0.018169449","0.000000000","0.000000000","0.380302242","0.000000000","0.060558129","0.000000000","0.000000000","0.004479773","0.000000000","0.536490407"
"mel370","0.03990939","0.00000000","0.00000000","0.30377914","0.00000000","0.04974209","0.01533723","0.01091163","0.03258505","0.00000000","0.54773547"
"mel363","0.029913554","0.019180766","0.007694489","0.036934721","0.268070319","0.004816665","0.156348135","0.050451580","0.020123686","0.015249673","0.391216411"
"mel080","0.04198246","0.00000000","0.00000000","0.30186216","0.00000000","0.04246461","0.15784068","0.00000000","0.01941937","0.00000000","0.43643072"
"mel348","0.009864657","0.013575928","0.000000000","0.493901693","0.000000000","0.062206335","0.000000000","0.099928067","0.036202859","0.000000000","0.284320461"
"mel018","0.028913635","0.000000000","0.174048220","0.000000000","0.000000000","0.050327123","0.000000000","0.009249318","0.000000000","0.054034875","0.683426829"
"mel136","0.02636643","0.00000000","0.00000000","0.85323204","0.00000000","0.09297667","0.00000000","0.00000000","0.00000000","0.00000000","0.02742486"
"mel054","0.04540589","0.00000000","0.01369107","0.16410702","0.00000000","0.04292010","0.07686929","0.03087275","0.04026505","0.03080020","0.55506863"
"mel194","0.01347917","0.00000000","0.00000000","0.70086808","0.00000000","0.13505778","0.00000000","0.00000000","0.01561912","0.00000000","0.13497585"
"mel444","0.01324690","0.24006747","0.00000000","0.00000000","0.00000000","0.05948602","0.00000000","0.00000000","0.05727539","0.00000000","0.62992421"
"mel117","0.04216670","0.08506756","0.01122413","0.30812882","0.00000000","0.03402010","0.00000000","0.21673544","0.06106645","0.00000000","0.24159079"
"mel015","0.03576054","0.02008489","0.00000000","0.59721811","0.00000000","0.11842158","0.00000000","0.00000000","0.05935817","0.00000000","0.16915670"
"mel131","0.014533736","0.011397360","0.021702346","0.204694634","0.028247351","0.046430940","0.006626483","0.034273869","0.029282312","0.037536895","0.565274074"
"mel206","0.016017425","0.009082533","0.009953128","0.000000000","0.381732235","0.005680867","0.065285748","0.003951681","0.009744479","0.003420505","0.495131399"
"mel147","0.035044642","0.095528106","0.019221610","0.132788819","0.000000000","0.008087169","0.000000000","0.256596914","0.031951834","0.000000000","0.420780907"
"mel425","0.002967779","0.086059439","0.009469089","0.093680338","0.000000000","0.032399378","0.000000000","0.070941215","0.014446469","0.090030111","0.600006181"
"mel341","0.029011218","0.036671573","0.002508336","0.345934079","0.000000000","0.065400401","0.081646630","0.041741384","0.042701751","0.000000000","0.354384628"
"mel112","0.019802667","0.047406374","0.019438193","0.000000000","0.213631181","0.008711192","0.000000000","0.077749527","0.031067189","0.001220082","0.580973597"
"mel226","0.12173199","0.09673407","0.01396070","0.14549776","0.00000000","0.01846166","0.03542116","0.39481088","0.07906838","0.00000000","0.09431340"
"mel399","0.015411640","0.000000000","0.000000000","0.716024074","0.000000000","0.167242601","0.000000000","0.005058576","0.042277107","0.000000000","0.053986002"
"mel189","0.213713082","0.031039779","0.006569711","0.125095563","0.000000000","0.025578545","0.048690604","0.057207539","0.098534177","0.026449925","0.367121076"
"mel212","0.001266398","0.225771402","0.000000000","0.286721063","0.000000000","0.039624553","0.000000000","0.049258905","0.067131273","0.000000000","0.330226407"
"mel060","0.093084989","0.005730014","0.002090909","0.156279914","0.000000000","0.010027298","0.231009681","0.011791310","0.058271131","0.000000000","0.431714755"
"mel280","0.02099153","0.00000000","0.00000000","0.47353502","0.00000000","0.11066944","0.00000000","0.00000000","0.01758161","0.00000000","0.37722240"
"mel012","0.07196165","0.00000000","0.00000000","0.40713475","0.00000000","0.08675468","0.00000000","0.04190994","0.06023892","0.00000000","0.33200007"
"mel025","0.011802582","0.025451457","0.001913392","0.100566880","0.114979072","0.027033724","0.000000000","0.000000000","0.011341219","0.000000000","0.706911673"
"mel338","0.02885747","0.03554537","0.00000000","0.31444626","0.04371796","0.03375828","0.00000000","0.36005752","0.04003453","0.00000000","0.14358261"
"mel228","0.02382286","0.00000000","0.01549985","0.29862478","0.00000000","0.07419462","0.00000000","0.00000000","0.00000000","0.00000000","0.58785789"
"mel304","0.033965327","0.012700840","0.007864895","0.194805881","0.000000000","0.050524863","0.000000000","0.055642029","0.025364472","0.129876008","0.489255686"
"mel344","1.194091e-01","6.305639e-02","0.000000e+00","6.228814e-02","8.547960e-02","9.065531e-03","5.112177e-01","7.374460e-02","7.573902e-02","0.000000e+00","2.304533e-16"
"mel225","0.05375777","0.03229075","0.01241509","0.21690000","0.00000000","0.05194460","0.00000000","0.04809833","0.03038150","0.00000000","0.55421195"
"mel140","0.02894855","0.05987912","0.03513647","0.01899015","0.06258421","0.01514431","0.12331170","0.05784658","0.02555824","0.02996184","0.54263883"
"mel118","0.01104571","0.00000000","0.00000000","0.46147262","0.00000000","0.10241702","0.00000000","0.00000000","0.03406810","0.00000000","0.39099655"
"mel328","0.02724824","0.01997782","0.00000000","0.45170653","0.00000000","0.06349648","0.00000000","0.03182394","0.06346504","0.00000000","0.34228195"
"mel466","0.004224361","0.106988203","0.007107649","0.186301227","0.000000000","0.000000000","0.000000000","0.664560787","0.030817773","0.000000000","0.000000000"
"mel020","0.03471463","0.00000000","0.10810627","0.13896891","0.00000000","0.03868441","0.00000000","0.00000000","0.01040448","0.05931317","0.60980813"
"mel364","0.05203117","0.03734762","0.00000000","0.34857754","0.00000000","0.06036966","0.00000000","0.08609884","0.02878242","0.00000000","0.38679276"
"mel056","0.088846465","0.008217936","0.023405085","0.222478904","0.000000000","0.030628809","0.039243962","0.029414648","0.075189192","0.000000000","0.482574999"
"mel034","0.01459647","0.00000000","0.00000000","0.00000000","0.28370895","0.02373662","0.03349630","0.00000000","0.00717813","0.02870146","0.60858206"
"mel238","0.02794460","0.00000000","0.00000000","0.36080766","0.00000000","0.09325231","0.00000000","0.00000000","0.02425605","0.00000000","0.49373938"
"mel294","0.05106822","0.05046365","0.00000000","0.18476321","0.13535346","0.05106788","0.00000000","0.11540985","0.04362906","0.00000000","0.36824468"
"mel451","0.027742346","0.041354230","0.000000000","0.236274896","0.000000000","0.037474270","0.068281815","0.006793279","0.017552879","0.000000000","0.564526285"
"mel287","0.009450215","0.000000000","0.000000000","0.585862228","0.000000000","0.082315007","0.000000000","0.000000000","0.003339611","0.000000000","0.319032939"
"mel343","0.008349309","0.146298101","0.000000000","0.270212685","0.000000000","0.033118952","0.000000000","0.542020953","0.000000000","0.000000000","0.000000000"
"mel320","0.03095499","0.00000000","0.00000000","0.58802905","0.00000000","0.11609629","0.00000000","0.01667628","0.02757747","0.00000000","0.22066592"
"mel395","0.51368077","0.03076795","0.01565774","0.00000000","0.14595678","0.02171814","0.11310487","0.02878369","0.07930776","0.05102230","0.00000000"
"mel378","0.04910332","0.08221891","0.00000000","0.27624025","0.00000000","0.05841186","0.00000000","0.15991607","0.06314421","0.00000000","0.31096539"
"mel252","0.035810541","0.007225520","0.031279147","0.090625765","0.000000000","0.032824469","0.023419244","0.019325329","0.013055838","0.003030098","0.743404050"
"mel336","0.019593805","0.095779245","0.005978101","0.223245923","0.000000000","0.039198594","0.000000000","0.009521412","0.034936603","0.000000000","0.571746318"
"mel301","0.0634247028","0.0002528383","0.0144012805","0.0000000000","0.0157780321","0.0534382491","0.0166679818","0.0000000000","0.0239971129","0.0812582385","0.7307815640"
"mel457","0.028310561","0.021958786","0.000000000","0.108539365","0.143041714","0.028197149","0.018711086","0.007379238","0.020929067","0.000000000","0.622933034"
"mel093","0.012483386","0.000000000","0.005151066","0.097898109","0.255071668","0.029476578","0.037833685","0.000000000","0.007831080","0.000000000","0.554254429"
"mel254","0.01210457","0.01356702","0.00000000","0.50079317","0.00000000","0.09209769","0.00000000","0.03372235","0.03460429","0.00000000","0.31311090"
"mel074","0.02235936","0.01733819","0.01629770","0.29966926","0.00000000","0.04976302","0.00000000","0.02269874","0.02852872","0.00000000","0.54334501"
"mel065","0.09073988","0.07906334","0.00000000","0.33075141","0.00000000","0.05404453","0.00000000","0.02232014","0.05920626","0.00000000","0.36387444"
"mel029","0.03947962","0.02191271","0.00000000","0.40404709","0.00000000","0.06727228","0.00000000","0.04629094","0.02873351","0.00000000","0.39226384"
"mel069","0.0225332192","0.0000000000","0.0273715893","0.1587525079","0.0000000000","0.0413498491","0.0380865487","0.0004136269","0.0009147175","0.0000000000","0.7105779413"
"mel411","0.01766727","0.00000000","0.00000000","0.63680484","0.00000000","0.13489613","0.00000000","0.03994514","0.04627138","0.00000000","0.12441523"
"mel277","0.05993550","0.01740482","0.02052250","0.12069918","0.01851936","0.03343788","0.00000000","0.09070004","0.06376288","0.00000000","0.57501784"
"mel300","0.037392942","0.058410220","0.003113184","0.113896560","0.109462103","0.026432088","0.000000000","0.002090003","0.019072506","0.000000000","0.630130394"
"mel376","0.118224642","0.042611876","0.004801802","0.148141862","0.111255468","0.032135233","0.005638594","0.096389790","0.095627478","0.000000000","0.345173256"
"mel005","0.0347767600","0.0000000000","0.0000000000","0.5880899382","0.0000000000","0.1324000726","0.0000000000","0.0001119316","0.1422122424","0.0000000000","0.1024090551"
"mel107","0.016325036","0.030124260","0.009831397","0.125093144","0.042176475","0.028848811","0.101087497","0.000000000","0.024206394","0.000000000","0.622306987"
"mel283","0.01721366","0.06431701","0.00000000","0.28543344","0.03488172","0.05532542","0.00000000","0.22755924","0.03183062","0.00000000","0.28343889"
"mel417","0.007522482","0.000000000","0.006977033","0.181265878","0.084094946","0.041021295","0.000000000","0.000000000","0.008353542","0.000000000","0.670764824"
"mel297","0.06638915","0.00000000","0.00000000","0.17861064","0.00000000","0.01856469","0.23921775","0.00000000","0.02252998","0.00000000","0.47468779"
"mel326","0.030091191","0.027566226","0.008664489","0.163893107","0.000000000","0.024099107","0.002639820","0.028069440","0.065219153","0.036991421","0.612766046"
"mel040","0.021793529","0.000000000","0.000000000","0.379945481","0.000000000","0.066977778","0.100316056","0.001041762","0.016010103","0.000000000","0.413915291"
"mel382","0.035002755","0.074627543","0.000000000","0.109988842","0.014897733","0.067377481","0.014765936","0.005367597","0.052134867","0.023601449","0.602235799"
"mel275","0.005111031","0.000000000","0.028011697","0.031857316","0.159118368","0.013186357","0.045877998","0.000000000","0.010748527","0.003261032","0.702827674"
"mel396","0.04024759","0.00000000","0.00000000","0.49999563","0.00000000","0.06536372","0.00000000","0.06385368","0.01484782","0.00000000","0.31569157"
"mel325","0.017274164","0.025943645","0.017816103","0.000000000","0.294882074","0.004854156","0.013545122","0.041679577","0.013993565","0.036678744","0.533332849"
"mel409","0.07313195","0.01422439","0.00000000","0.29165592","0.00000000","0.02709140","0.03304818","0.01912946","0.03949698","0.00000000","0.50222172"
"mel103","0.035311835","0.002008742","0.000000000","0.360733549","0.000000000","0.065744090","0.000000000","0.013836821","0.032697223","0.000000000","0.489667740"
"mel208","0.02473458","0.00000000","0.00000000","0.43789441","0.00000000","0.08380945","0.00000000","0.00000000","0.02077158","0.00000000","0.43278998"
"mel273","0.032063188","0.004370407","0.000000000","0.184516125","0.000000000","0.044064007","0.001521989","0.003410382","0.018072592","0.010892942","0.701088368"
"mel163","3.573954e-02","7.362931e-05","0.000000e+00","2.132065e-01","0.000000e+00","4.674939e-02","0.000000e+00","0.000000e+00","2.636549e-02","2.810675e-02","6.497587e-01"
"mel039","0.015025248","0.137797440","0.000000000","0.230325646","0.000000000","0.008725828","0.000000000","0.370305877","0.042583096","0.000000000","0.195236866"
"mel210","0.04427185","0.00000000","0.00000000","0.29180344","0.00000000","0.05229998","0.11125685","0.00000000","0.01547080","0.00000000","0.48489708"
"mel171","0.0527448192","0.1182055519","0.0195986406","0.1259500729","0.0189069465","0.0264561403","0.0904230276","0.0003929792","0.0213783749","0.0000000000","0.5259434469"
"mel175","0.016010588","0.000000000","0.019803601","0.000000000","0.286142023","0.008672200","0.066513274","0.000000000","0.020391949","0.007355043","0.575111323"
"mel319","0.03748244","0.06324489","0.00000000","0.28527856","0.00000000","0.03952118","0.00000000","0.08604197","0.02829879","0.00000000","0.46013217"
"mel157","0.043366092","0.045290672","0.008495079","0.186000627","0.037518691","0.033187138","0.000000000","0.097654506","0.054170237","0.000000000","0.494316957"
"mel008","0.01347182","0.55324723","0.00000000","0.00000000","0.00000000","0.03107363","0.00000000","0.00000000","0.01758938","0.00000000","0.38461794"
"mel046","0.022459858","0.018927141","0.012818086","0.097997653","0.004173325","0.014867382","0.123076534","0.009701500","0.020586229","0.017954967","0.657437326"
"mel427","0.01835341","0.12702623","0.00000000","0.38578974","0.00000000","0.06379218","0.00000000","0.03303711","0.04330978","0.00000000","0.32869155"
"mel036","0.022428767","0.000000000","0.000000000","0.413183389","0.000000000","0.099465625","0.000000000","0.004743431","0.036032792","0.000000000","0.424145996"
"mel122","0.01917510","0.07869704","0.05199081","0.24816916","0.00000000","0.04546114","0.00000000","0.00000000","0.01676132","0.00000000","0.53974543"
"mel213","0.04861411","0.03282680","0.02563815","0.20205212","0.00000000","0.03181722","0.18488026","0.04636198","0.04220314","0.00000000","0.38560622"
"mel182","0.01098164","0.34438868","0.00000000","0.00000000","0.00000000","0.05921737","0.00000000","0.00000000","0.03240548","0.00000000","0.55300684"
"mel076","0.000000000","0.109959650","0.000000000","0.458014936","0.000000000","0.072338516","0.000000000","0.000000000","0.005050905","0.000000000","0.354635993"
"mel310","0.04053335","0.00000000","0.00000000","0.32933437","0.00000000","0.03110188","0.29532030","0.00000000","0.02387535","0.00000000","0.27983475"
"mel097","0.196157648","0.096605567","0.034485487","0.025075862","0.001286365","0.008641224","0.274318005","0.123402774","0.085005274","0.050665306","0.104356488"
"mel412","0.038484845","0.000000000","0.012129220","0.208144800","0.140676602","0.032235440","0.135094732","0.006225911","0.017954408","0.000000000","0.409054042"
"mel164","0.045723364","0.054724860","0.112489881","0.056790776","0.036613883","0.006991764","0.000000000","0.208850648","0.035541716","0.000000000","0.442273109"
"mel397","0.06161826","0.01392835","0.00000000","0.20744117","0.02561686","0.04560319","0.00000000","0.00000000","0.02253583","0.06011848","0.56313785"
"mel186","0.001059555","0.300717365","0.000000000","0.000000000","0.000000000","0.027998658","0.000000000","0.000000000","0.035365568","0.000000000","0.634858853"
"mel180","0.03214144","0.14216553","0.00000000","0.36601715","0.00000000","0.04345729","0.00000000","0.37776789","0.03845070","0.00000000","0.00000000"
"mel032","0.02711972","0.04056962","0.01431357","0.08540398","0.00000000","0.01299729","0.03243282","0.04147167","0.01908941","0.05383600","0.67276592"
"mel324","0.03030051","0.00000000","0.00000000","0.30347323","0.00000000","0.07263657","0.00000000","0.01869706","0.01728873","0.00000000","0.55760390"
"mel116","0.02844789","0.12598880","0.00000000","0.27498608","0.00000000","0.05168577","0.00000000","0.01133005","0.04075558","0.00000000","0.46680583"
"mel058","0.024822276","0.000000000","0.001743268","0.158323790","0.000000000","0.019222133","0.073167274","0.000000000","0.009966500","0.014192838","0.698561922"
"mel421","0.0306306462","0.0354617535","0.0026659948","0.1634784599","0.0423533356","0.0405201160","0.0000000000","0.0005443844","0.0129838296","0.0000000000","0.6713614800"
"mel143","0.0185751703","0.0000000000","0.0262215503","0.0000000000","0.1182706818","0.0063043758","0.0767784504","0.0000000000","0.0058946537","0.0006511146","0.7473040030"
"mel268","0.020236005","0.016579330","0.017465811","0.118548010","0.013079844","0.020154351","0.092429705","0.002355846","0.013029930","0.000000000","0.686121168"
"mel264","0.03266917","0.00000000","0.00000000","0.24049659","0.00000000","0.05347541","0.00000000","0.00000000","0.03091633","0.05891151","0.58353098"
"mel166","0.02947248","0.00782291","0.01500183","0.21587208","0.00000000","0.04602354","0.00000000","0.01290231","0.02160633","0.00000000","0.65129852"
"mel144","0.01965716","0.00000000","0.00000000","0.55998866","0.00000000","0.08856767","0.00000000","0.00000000","0.00000000","0.00000000","0.33178651"
"mel146","0.02588986","0.02324954","0.00000000","0.39455536","0.00000000","0.03956446","0.08969252","0.01116655","0.01494300","0.00000000","0.40093871"
"mel408","0.027380903","0.008287447","0.009592912","0.093223290","0.044230414","0.019494280","0.105861420","0.002862783","0.016197430","0.000000000","0.672869121"
"mel429","0.0199757369","0.0007983582","0.0498716581","0.1282303253","0.0665455506","0.0264207088","0.0601076216","0.0247639384","0.0387328201","0.0000000000","0.5845532820"
"mel172","0.015054418","0.000000000","0.000000000","0.274862270","0.000000000","0.063066072","0.073027051","0.009591865","0.028232418","0.000000000","0.536165906"
"mel013","0.01679144","0.07698836","0.00000000","0.40541597","0.00000000","0.08395086","0.00000000","0.00000000","0.04081873","0.00000000","0.37603463"
"mel096","0.0352009292","0.0027742700","0.0004976983","0.2773060152","0.0000000000","0.0283205619","0.1925706440","0.0103694397","0.0231364380","0.0000000000","0.4298240037"
"mel262","0.005580828","0.000000000","0.089186161","0.121869718","0.000000000","0.023601300","0.104799942","0.000000000","0.023219266","0.000000000","0.631742785"
"mel251","0.05042695","0.00000000","0.01102120","0.21772151","0.00000000","0.04754026","0.14280667","0.00000000","0.02559635","0.00000000","0.50488705"
