"","B cell","Macrophage M1","Macrophage M2","Monocyte","Neutrophil","NK cell","T cell CD4+ (non-regulatory)","T cell CD8+","T cell regulatory (Tregs)","Myeloid dendritic cell","uncharacterized cell"
"mel290","0.03731773","0.00000000","0.00000000","0.83142360","0.00000000","0.13125867","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"mel151","0.040679391","0.021004065","0.000000000","0.294070722","0.055761237","0.063413942","0.000000000","0.001322383","0.021702754","0.000000000","0.502045506"
"mel193","0.010160340","0.023669417","0.034059246","0.039897733","0.032748815","0.016397776","0.012001310","0.009544543","0.025611060","0.122953052","0.672956709"
"mel430","0.01183056","0.11793819","0.00000000","0.23132155","0.00000000","0.02268176","0.00000000","0.10593766","0.02202649","0.00000000","0.48826378"
"mel455","0.03092354","0.09351999","0.09998834","0.00000000","0.05540416","0.01159552","0.12303054","0.02877411","0.04579463","0.01571303","0.49525614"
"mel449","0.020609656","0.000000000","0.032259577","0.106177985","0.000000000","0.034535063","0.000000000","0.000000000","0.006463513","0.136657623","0.663296584"
"mel465","0.009654760","0.000000000","0.028895086","0.516018867","0.000000000","0.090484491","0.000000000","0.000000000","0.009605635","0.000000000","0.345341162"
"mel345","4.122395e-01","3.144110e-02","1.430912e-02","0.000000e+00","0.000000e+00","1.208120e-03","3.399083e-01","1.093792e-02","1.736957e-01","1.626021e-02","2.434115e-16"
"mel469","0.008668089","0.012949077","0.030331020","0.054600723","0.033558209","0.013575634","0.022641415","0.022440532","0.005129743","0.000000000","0.796105558"
"mel467","0.01260842","0.00000000","0.05353741","0.45949115","0.00000000","0.12385909","0.05456507","0.00000000","0.03144159","0.00000000","0.26449726"
"mel460","0.005688180","0.000000000","0.000000000","0.153370699","0.193058328","0.027204655","0.000000000","0.002161303","0.004059284","0.000000000","0.614457550"
"mel042","0.03992440","0.01832448","0.00000000","0.30267650","0.00000000","0.03034317","0.28366289","0.00000000","0.04336317","0.00000000","0.28170539"
"mel027","0.034621037","0.007142090","0.055212374","0.000000000","0.076147942","0.007060326","0.014185122","0.031619239","0.022760844","0.025759813","0.725491212"
"mel456","0.028683443","0.000000000","0.061533654","0.000000000","0.068559684","0.002912598","0.028323586","0.031326923","0.007599573","0.015993508","0.755067031"
"mel468","0.004364401","0.112233087","0.010070647","0.000000000","0.329424406","0.010000740","0.000000000","0.105465254","0.043752467","0.029642998","0.355046000"
"mel462","2.237172e-03","5.276671e-02","0.000000e+00","5.153217e-01","0.000000e+00","6.023675e-02","0.000000e+00","3.284558e-01","4.098182e-02","0.000000e+00","1.110223e-16"
"mel059","0.037409841","0.097935591","0.076624893","0.244738572","0.006469808","0.041756222","0.000000000","0.000000000","0.032980856","0.000000000","0.462084217"
"mel087","0.019435529","0.009022411","0.000000000","0.230451170","0.031572180","0.044734453","0.002974246","0.032126550","0.018194582","0.000000000","0.611488878"
"mel120","0.00000000","0.00000000","0.00000000","0.74392991","0.00000000","0.09254114","0.00000000","0.00000000","0.00000000","0.00000000","0.16352895"
"mel019","0.06231183","0.00000000","0.00000000","0.76222481","0.00000000","0.09742259","0.00000000","0.00000000","0.00000000","0.00000000","0.07804077"
"mel334","0.03586067","0.07447265","0.08168577","0.23790646","0.00000000","0.05076568","0.01018913","0.12399353","0.02901424","0.00000000","0.35611187"
"mel190","0.021692623","0.000000000","0.000000000","0.276787379","0.000000000","0.083748129","0.007542407","0.000000000","0.027382977","0.044084550","0.538761934"
"mel426","0.02719680","0.00000000","0.00000000","0.40531329","0.00000000","0.08806631","0.01329153","0.02508301","0.06800156","0.00000000","0.37304750"
"mel196","0.02483722","0.02803166","0.00000000","0.28381730","0.00000000","0.03575142","0.00000000","0.05363325","0.04112499","0.00000000","0.53280415"
"mel009","0.02338851","0.18453098","0.01473254","0.16784119","0.00000000","0.02929744","0.00000000","0.24125362","0.03538665","0.00000000","0.30356906"
"mel174","0.01456831","0.00000000","0.00000000","0.45828682","0.00000000","0.07621263","0.00000000","0.00000000","0.00867782","0.00000000","0.44225442"
"mel389","0.0357036884","0.0297766492","0.0000000000","0.1300524444","0.0002793931","0.0317921357","0.0902059483","0.0000000000","0.0150296362","0.0240812898","0.6430788149"
"mel246","0.01777571","0.13333673","0.00000000","0.22578236","0.00000000","0.03496669","0.00000000","0.07781247","0.12237123","0.00000000","0.38795481"
"mel219","0.0701264314","0.0563377291","0.0000000000","0.3111423600","0.0009243608","0.0630659604","0.0000000000","0.1280945013","0.0746081113","0.0000000000","0.2957005457"
"mel309","0.00000000","0.00000000","0.00000000","0.29820835","0.10461940","0.09319604","0.00000000","0.00000000","0.00000000","0.00000000","0.50397621"
"mel285","0.008031286","0.026219555","0.029654827","0.000000000","0.152186038","0.013016809","0.000000000","0.010847834","0.038442680","0.013763322","0.707837649"
"mel292","2.748897e-02","2.382097e-01","0.000000e+00","9.392607e-02","0.000000e+00","0.000000e+00","0.000000e+00","6.403752e-01","0.000000e+00","0.000000e+00","2.220446e-16"
"mel232","0.04386843","0.02595558","0.00000000","0.21043257","0.00000000","0.04119040","0.04600976","0.03358498","0.01059626","0.00000000","0.58836201"
"mel307","0.006173504","0.001565336","0.000000000","0.256809245","0.082020953","0.045995526","0.000000000","0.000000000","0.000000000","0.000000000","0.607435437"
"mel098","0.11044664","0.02554310","0.03223162","0.19276924","0.00000000","0.04142490","0.27731760","0.02307992","0.09361717","0.00000000","0.20356980"
"mel067","0.05769224","0.02554815","0.03188743","0.13860374","0.00000000","0.03770483","0.00000000","0.00000000","0.03118887","0.00000000","0.67737473"
"mel400","0.05110668","0.04888164","0.00000000","0.35904835","0.00000000","0.06661144","0.00000000","0.00000000","0.01957285","0.00000000","0.45477903"
"mel187","0.0132256793","0.0001900631","0.0233544320","0.1077600290","0.0000000000","0.0167703909","0.0816649542","0.0000000000","0.0093933730","0.0366388986","0.7110021799"
"mel024","0.04606525","0.00000000","0.00000000","0.39659470","0.09281746","0.07680172","0.00000000","0.06063066","0.03223715","0.00000000","0.29485305"
"mel083","0.03292435","0.00000000","0.00000000","0.51682287","0.00000000","0.07554542","0.00000000","0.00000000","0.01457163","0.00000000","0.36013573"
"mel155","0.12316795","0.04195257","0.01854244","0.20990323","0.00000000","0.03449828","0.10407173","0.02381596","0.11206198","0.00000000","0.33198586"
"mel286","0.028479701","0.007393280","0.000000000","0.526488759","0.062053916","0.081596130","0.000000000","0.000000000","0.001458155","0.000000000","0.292530059"
"mel316","0.023891357","0.000000000","0.000000000","0.508546906","0.000000000","0.088453270","0.000000000","0.003193792","0.010240021","0.000000000","0.365674654"
"mel423","0.020157778","0.028543281","0.083538418","0.081343809","0.023696889","0.022830191","0.107382331","0.001825577","0.024041339","0.021559727","0.585080661"
"mel209","0.0000000","0.0000000","0.0000000","0.8777436","0.0000000","0.1222564","0.0000000","0.0000000","0.0000000","0.0000000","0.0000000"
"mel446","0.02749140","0.00000000","0.00000000","0.71129794","0.00000000","0.07693475","0.00000000","0.00000000","0.00000000","0.00000000","0.18427591"
"mel086","0.02497483","0.00000000","0.00000000","0.35185297","0.00000000","0.05778832","0.00000000","0.00000000","0.00582343","0.00000000","0.55956045"
"mel195","0.029562484","0.000000000","0.005705019","0.054371002","0.000000000","0.033750432","0.120687715","0.000000000","0.018720120","0.155564851","0.581638376"
"mel090","0.07200504","0.04842863","0.00000000","0.31596188","0.00000000","0.07092686","0.00000000","0.04680109","0.05537968","0.00000000","0.39049681"
"mel445","0.01538814","0.00000000","0.00000000","0.31537135","0.00000000","0.05243939","0.00000000","0.01656983","0.01232189","0.00000000","0.58790941"
"mel296","0.019942859","0.000000000","0.000000000","0.130669722","0.263412907","0.019166821","0.044259574","0.000000000","0.006980661","0.000000000","0.515567455"
"mel094","0.000000e+00","0.000000e+00","0.000000e+00","8.943064e-01","0.000000e+00","1.056936e-01","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.330669e-16"
"mel233","0.04724213","0.00000000","0.00000000","0.34212869","0.00000000","0.08147613","0.00000000","0.00000000","0.02537029","0.00000000","0.50378276"
"mel349","0.052213480","0.000000000","0.000000000","0.492436289","0.000000000","0.097010460","0.056448254","0.002373204","0.031006182","0.000000000","0.268512130"
"mel095","0.07857477","0.00000000","0.00000000","0.44445370","0.00000000","0.08212799","0.00000000","0.00000000","0.01756634","0.00000000","0.37727721"
"mel463","0.014503128","0.050474188","0.000000000","0.000000000","0.000000000","0.056320052","0.007380716","0.000000000","0.046415519","0.062523231","0.762383167"
"mel043","0.05473592","0.03504216","0.00000000","0.16782935","0.04305812","0.03511567","0.00000000","0.05393181","0.04504252","0.04025541","0.52498904"
"mel041","0.007850295","0.002625845","0.025622704","0.000000000","0.204306120","0.028620889","0.000000000","0.000000000","0.000000000","0.034315149","0.696658997"
"mel081","0.07954879","0.02871594","0.00000000","0.25589889","0.00000000","0.04919954","0.00000000","0.05288054","0.02712696","0.00000000","0.50662932"
"mel453","0.03081987","0.00000000","0.00000000","0.44285657","0.00000000","0.07940182","0.02932623","0.00000000","0.02626239","0.00000000","0.39133312"
"mel061","0.022515289","0.000000000","0.000000000","0.525632410","0.000000000","0.097848025","0.000000000","0.000000000","0.001948047","0.000000000","0.352056228"
"mel470","0.008233479","0.000000000","0.000000000","0.622072491","0.000000000","0.098018483","0.000000000","0.000000000","0.000000000","0.000000000","0.271675547"
"mel388","0.023241158","0.059410503","0.009802805","0.234100089","0.000000000","0.044809070","0.000000000","0.000000000","0.008085219","0.000000000","0.620551156"
"mel454","0.03125312","0.00000000","0.03012478","0.25808238","0.00000000","0.03097661","0.00000000","0.03013100","0.01824310","0.00000000","0.60118902"
"mel167","0.021545805","0.000000000","0.000000000","0.597035155","0.000000000","0.090882588","0.000000000","0.000000000","0.001596763","0.000000000","0.288939689"
"mel312","0.10881459","0.01202804","0.03739601","0.07783559","0.04188212","0.02369177","0.24729076","0.05758233","0.05447417","0.02558362","0.31342102"
"mel293","0.022870866","0.010828501","0.016195123","0.000000000","0.282210525","0.020190169","0.000000000","0.000000000","0.016142536","0.008494407","0.623067873"
"mel419","0.04402058","0.00000000","0.00000000","0.42572214","0.00000000","0.10494877","0.00000000","0.00000000","0.03130563","0.00000000","0.39400289"
"mel111","0.0133252","0.0000000","0.0000000","0.7581110","0.0000000","0.1213453","0.0000000","0.0000000","0.0000000","0.0000000","0.1072185"
"mel365","0.0500257265","0.0000000000","0.0002746686","0.1964984499","0.0000000000","0.0669371133","0.0000000000","0.0054871163","0.0380115255","0.0434574720","0.5993079280"
"mel391","0.0234188491","0.0060537470","0.0219102450","0.0581796373","0.0736112613","0.0485118782","0.0812048426","0.0002869093","0.0219440765","0.0943350110","0.5705435428"
"mel088","0.039706144","0.009131828","0.000000000","0.183908539","0.000000000","0.028334087","0.044284585","0.004886915","0.018860470","0.000000000","0.670887432"
"mel295","0.03098360","0.00000000","0.00000000","0.32994301","0.00000000","0.04158901","0.00000000","0.01718490","0.00867812","0.00000000","0.57162136"
"mel234","0.03184081","0.00000000","0.00000000","0.24284352","0.00000000","0.06497262","0.00000000","0.00000000","0.02832680","0.00000000","0.63201626"
"mel241","0.250325990","0.046021120","0.008760988","0.187959124","0.000000000","0.039811813","0.150173202","0.046480819","0.038942524","0.000000000","0.231524422"
"mel269","0.020421597","0.000000000","0.000000000","0.545783408","0.000000000","0.107121268","0.000000000","0.000000000","0.005725324","0.000000000","0.320948404"
"mel231","0.003397873","0.337665358","0.000000000","0.000000000","0.147820671","0.004054612","0.000000000","0.009668928","0.000000000","0.000000000","0.497392558"
"mel211","0.06540427","0.13390492","0.01399382","0.14884120","0.00000000","0.03386015","0.00000000","0.18222873","0.07309243","0.00000000","0.34867447"
"mel291","0.021170106","0.002679119","0.000000000","0.587305228","0.000000000","0.122891600","0.000000000","0.024231551","0.044653984","0.000000000","0.197068412"
"mel384","0.13622099","0.06678747","0.03708440","0.19175842","0.00000000","0.04635406","0.00000000","0.02234477","0.03421514","0.00000000","0.46523476"
"mel102","0.00000000","0.00000000","0.00000000","0.59216900","0.00000000","0.08818126","0.00000000","0.00000000","0.02680314","0.00000000","0.29284659"
"mel071","0.006189274","0.000000000","0.006887576","0.000000000","0.463026607","0.000000000","0.024156775","0.002073940","0.002940014","0.000000000","0.494725814"
"mel284","2.481451e-02","0.000000e+00","0.000000e+00","2.348086e-01","0.000000e+00","3.658770e-02","0.000000e+00","6.642274e-02","1.878649e-02","6.692972e-05","6.185130e-01"
"mel051","0.02332528","0.00000000","0.00000000","0.21935273","0.06401887","0.03306763","0.07510973","0.00000000","0.01082493","0.00000000","0.57430082"
"mel358","0.01101146","0.14289078","0.00000000","0.26448147","0.00000000","0.05686184","0.00000000","0.01943805","0.03143077","0.00000000","0.47388564"
"mel205","0.02378163","0.10496528","0.00000000","0.64250884","0.00000000","0.10549614","0.00000000","0.12324811","0.00000000","0.00000000","0.00000000"
"mel176","0.015217987","0.008317093","0.000000000","0.428854844","0.000000000","0.071017852","0.000000000","0.000000000","0.012371660","0.000000000","0.464220564"
"mel161","2.738741e-02","6.935867e-02","0.000000e+00","2.657088e-01","0.000000e+00","4.148348e-02","3.799887e-02","1.296618e-06","2.832283e-02","0.000000e+00","5.297386e-01"
"mel022","0.017398531","0.003278732","0.006170019","0.017690406","0.332354318","0.019178681","0.037841378","0.000000000","0.009216549","0.000000000","0.556871386"
"mel278","0.02219725","0.02182705","0.00000000","0.32946260","0.00000000","0.04651839","0.00000000","0.11403514","0.04475912","0.00000000","0.42120046"
"mel299","0.035390514","0.000000000","0.000000000","0.103718244","0.028877463","0.010042212","0.230746001","0.000000000","0.025913221","0.001203682","0.564108663"
"mel169","0.0131203465","0.0307989477","0.0000000000","0.0097729404","0.0260028305","0.0550738368","0.0916940114","0.0007378088","0.0236154219","0.0672672738","0.6819165823"
"mel053","0.009411950","0.002785632","0.021819127","0.031260106","0.000000000","0.013302851","0.078307682","0.000000000","0.008801426","0.074074969","0.760236255"
"mel366","0.002304627","0.000000000","0.000000000","0.168160198","0.000000000","0.007656388","0.122934413","0.000000000","0.010624126","0.004073349","0.684246897"
"mel031","0.10392591","0.00000000","0.00000000","0.31618550","0.12247515","0.03930651","0.13583276","0.05185603","0.04676176","0.00000000","0.18365638"
"mel464","3.102685e-03","1.246436e-01","0.000000e+00","4.275882e-01","0.000000e+00","3.759656e-02","0.000000e+00","4.044744e-01","2.594549e-03","0.000000e+00","4.440892e-16"
"mel141","0.016247998","0.054459618","0.019972321","0.186251999","0.000000000","0.037612658","0.022595447","0.000000000","0.006181758","0.000000000","0.656678201"
"mel202","0.04359529","0.08256775","0.02028412","0.17683997","0.00000000","0.01657214","0.05543180","0.06546850","0.03848497","0.00000000","0.50075546"
"mel064","0.02248612","0.02176475","0.05559929","0.02010594","0.05162291","0.02032960","0.00000000","0.05978748","0.02181506","0.02270582","0.70378304"
"mel350","0.02665885","0.00000000","0.00000000","0.62573394","0.00000000","0.17226083","0.08579312","0.03489040","0.05466286","0.00000000","0.00000000"
"mel044","0.018112399","0.023533853","0.002374163","0.067185596","0.197839916","0.033240254","0.000000000","0.011387297","0.014148435","0.037608713","0.594569375"
"mel401","0.02184853","0.06878974","0.02260143","0.07386021","0.06569074","0.01496264","0.09660110","0.01543242","0.01424957","0.00000000","0.60596362"
"mel230","0.013807810","0.047635241","0.001793959","0.270132144","0.000000000","0.055303684","0.000000000","0.095029863","0.025080098","0.000000000","0.491217200"
"mel377","0.01933941","0.01960305","0.00000000","0.39990466","0.00000000","0.06969054","0.00000000","0.07145490","0.03718895","0.00000000","0.38281849"
"mel150","0.02073119","0.02341173","0.06019550","0.00000000","0.01150089","0.03480403","0.08512046","0.00000000","0.02189513","0.04947140","0.69286967"
"mel037","0.019341794","0.005807699","0.000000000","0.136978360","0.199722644","0.016629396","0.082923888","0.000000000","0.013590504","0.000000000","0.525005716"
"mel124","0.025343425","0.036643350","0.000000000","0.241881406","0.000000000","0.058050515","0.007912885","0.030553743","0.047379334","0.000000000","0.552235342"
"mel393","0.017730808","0.017722619","0.005809918","0.000000000","0.209129939","0.004232238","0.050349514","0.008674662","0.010630176","0.000000000","0.675720125"
"mel158","0.0044770576","0.0015095323","0.0165983288","0.0000000000","0.2734883953","0.0091091226","0.0289833427","0.0008555251","0.0103233219","0.0000000000","0.6546553738"
"mel381","0.02641762","0.14400362","0.00000000","0.22149236","0.00000000","0.02243252","0.00000000","0.43636156","0.05770851","0.00000000","0.09158382"
"mel327","0.017196182","0.042976146","0.000000000","0.103619232","0.002279016","0.031599630","0.030572731","0.005844652","0.021440174","0.000000000","0.744472237"
"mel077","0.030399280","0.001491908","0.000000000","0.193620491","0.000000000","0.030569205","0.056514354","0.005601154","0.011420710","0.000000000","0.670382897"
"mel162","0.02733780","0.02955176","0.01662573","0.05873007","0.01058534","0.01865675","0.03809851","0.08856923","0.04579138","0.06129339","0.60476005"
"mel224","0.022294244","0.003995235","0.000000000","0.240422679","0.000000000","0.024199996","0.114597982","0.174371508","0.021048600","0.000000000","0.399069756"
"mel266","0.02468511","0.00000000","0.00000000","0.29412170","0.00000000","0.06148283","0.02954505","0.02096193","0.02730155","0.00000000","0.54190183"
"mel063","0.022036436","0.003123837","0.086889073","0.236268650","0.000000000","0.048214262","0.000000000","0.000000000","0.000000000","0.000000000","0.603467743"
"mel201","0.01945233","0.00000000","0.00000000","0.45589318","0.00000000","0.10768648","0.00000000","0.00000000","0.02440117","0.00000000","0.39256684"
"mel215","0.01766996","0.01360306","0.04393663","0.02737771","0.03771167","0.01194996","0.02932175","0.06075337","0.02491366","0.01259253","0.72016971"
"mel104","0.003755597","0.017579316","0.007381753","0.039610164","0.632824203","0.026915020","0.000000000","0.013891707","0.005773053","0.000000000","0.252269187"
"mel369","0.06719351","0.00000000","0.00000000","0.36389874","0.00000000","0.07809277","0.00000000","0.00000000","0.02342348","0.00000000","0.46739151"
"mel356","0.023044880","0.000000000","0.029712359","0.000000000","0.160815428","0.023509393","0.121764389","0.002161996","0.021673061","0.132560649","0.484757845"
"mel373","0.06314098","0.00000000","0.00000000","0.68755388","0.00000000","0.14841062","0.00000000","0.00000000","0.00000000","0.00000000","0.10089452"
"mel332","0.02354656","0.03136220","0.00000000","0.30761798","0.00000000","0.05428799","0.00000000","0.06994940","0.02650584","0.00000000","0.48673003"
"mel362","0.0239485918","0.0295038577","0.0121120331","0.0000000000","0.2431233328","0.0092699302","0.0822222814","0.0009315664","0.0112103836","0.0055328548","0.5821451683"
"mel267","0.032789784","0.013197445","0.010388236","0.158501451","0.000000000","0.058797595","0.031917205","0.004486513","0.021574633","0.000000000","0.668347137"
"mel177","0.063264813","0.011788662","0.014246110","0.088660118","0.000000000","0.018784588","0.066645490","0.005501404","0.021941672","0.014683414","0.694483728"
"mel105","0.02068828","0.02942505","0.01205149","0.06815516","0.11392670","0.03313044","0.00000000","0.04963022","0.01968119","0.12900054","0.52431092"
"mel240","0.004894615","0.264027930","0.023222573","0.275560606","0.004496991","0.024486045","0.000000000","0.222454539","0.030658432","0.000000000","0.150198269"
"mel402","0.026071372","0.000000000","0.053294628","0.003038043","0.038829821","0.019316216","0.157546150","0.000000000","0.003870421","0.027846231","0.670187119"
"mel237","0.014834680","0.004505368","0.012399942","0.087630291","0.035288714","0.033085004","0.000000000","0.000000000","0.009221450","0.021415960","0.781618590"
"mel055","0.013124960","0.050689113","0.006928161","0.161229128","0.000000000","0.099861143","0.000000000","0.004295211","0.059081133","0.060576346","0.544214806"
"mel424","0.02691090","0.00000000","0.00000000","0.36107299","0.00000000","0.06579413","0.00000000","0.00000000","0.01072231","0.00000000","0.53549968"
"mel257","0.0091127168","0.0000000000","0.0000000000","0.1872000923","0.0005454907","0.0175685221","0.0746439871","0.0160720065","0.0226062384","0.0000000000","0.6722509461"
"mel089","0.040782963","0.000000000","0.000000000","0.393258996","0.000000000","0.051432716","0.000000000","0.007852515","0.020151593","0.000000000","0.486521217"
"mel418","0.03301291","0.00000000","0.00000000","0.28084952","0.00000000","0.08327595","0.00000000","0.00000000","0.03035187","0.00000000","0.57250975"
"mel441","0.030183274","0.032051603","0.002067619","0.211891144","0.000000000","0.014043251","0.150589979","0.159045013","0.024326860","0.000000000","0.375801256"
"mel223","0.04547381","0.00000000","0.00000000","0.18638622","0.00000000","0.03901612","0.00000000","0.00000000","0.00000000","0.00418965","0.72493420"
"mel433","0.04974611","0.00000000","0.00000000","0.51903978","0.00000000","0.07656746","0.04053802","0.01947367","0.03790294","0.00000000","0.25673203"
"mel057","0.04211865","0.00000000","0.00000000","0.26723932","0.00000000","0.09937818","0.03491178","0.01583503","0.03658984","0.17568603","0.32824117"
"mel436","0.019862722","0.066015039","0.072495688","0.000000000","0.047595866","0.005706197","0.235658585","0.039997335","0.025435488","0.065101679","0.422131401"
